,Annual_Deposit_Amount,Home_value,Years_with_the_bank,Loan_held,Wealth_portfolio_held,Automated_menu,Priority
8687,17767,32173,2,1,0,1,0
8688,21222,34581,3,1,0,3,1
8689,25658,25658,1,0,0,3,0
8690,26010,26010,1,0,0,3,0
8691,22049,25549,2,1,1,4,1
8692,14109,28754,1,1,0,3,0
8693,25596,25596,1,0,0,1,0
8694,21899,31870,2,1,0,3,0
8695,26177,26177,1,0,0,1,0
8696,16960,29883,1,1,0,4,0
8697,22146,35111,2,1,0,4,0
8698,47918,32140,2,1,1,4,1
8699,18809,30832,3,1,0,1,1
8700,47564,24931,2,0,1,1,1
8701,20206,32670,2,1,0,1,1
8702,25568,25568,1,0,0,4,0
8703,20471,32644,2,1,0,1,1
8704,25618,25618,1,0,0,3,0
8705,26141,26141,1,0,0,2,0
8706,25548,25548,1,0,0,4,0
8707,59538,25609,2,0,1,3,1
8708,16736,30156,2,1,0,3,0
8709,16590,30080,1,1,0,2,0
8710,42264,30519,2,1,1,4,1
8711,51087,33388,3,1,1,2,1
8712,19202,32085,1,1,0,2,0
8713,17643,31605,2,1,0,1,0
8714,25513,25513,1,0,0,3,0
8715,68761,25313,0,0,1,2,1
8716,25330,25330,1,0,0,1,0
8717,19223,31618,3,1,0,4,1
8718,46412,31875,1,1,1,2,1
8719,58432,25849,1,0,1,4,1
8720,64462,25375,3,0,1,2,1
8721,29864,28651,1,1,1,3,1
8722,50082,24852,3,0,1,3,1
8723,26052,26052,2,0,0,4,0
8724,25528,25528,3,0,0,1,1
8725,26258,26258,2,0,0,1,0
8726,22464,33674,1,1,0,2,0
8727,20485,32242,1,1,0,1,0
8728,26410,26410,1,0,0,2,0
8729,41833,30791,2,1,1,3,1
8730,15372,27702,1,1,0,3,0
8731,55377,32939,3,1,1,2,1
8732,56582,34370,2,1,1,3,1
8733,26594,26594,1,0,0,3,0
8734,56934,34373,1,1,1,2,1
8735,26294,26294,1,0,0,1,0
8736,57621,25017,1,0,1,2,1
8737,43034,30725,2,1,1,1,1
8738,25326,25326,2,0,0,3,0
8739,13816,30334,1,1,0,3,0
8740,19638,34180,3,1,0,2,1
8741,26112,26112,1,0,0,1,0
8742,21238,34623,1,1,0,3,0
8743,25889,25889,1,0,0,1,0
8744,69628,26183,2,0,1,4,1
8745,21161,32836,2,1,0,3,0
8746,25619,25619,1,0,0,4,0
8747,18914,33633,0,1,0,2,0
8748,18617,32248,1,1,0,4,0
8749,53921,25920,4,0,1,2,1
8750,17786,31716,1,1,0,3,0
8751,25937,25937,1,0,0,2,0
8752,16482,30969,1,1,0,4,0
8753,53005,25343,1,0,1,3,1
8754,66593,26097,2,0,1,3,1
8755,20331,35934,1,1,0,2,0
8756,25520,25520,1,0,0,3,0
8757,24059,35952,2,1,0,3,1
8758,25556,25556,3,0,0,4,0
8759,18356,30951,2,1,0,2,0
8760,18890,31619,0,1,0,3,0
8761,25580,25580,1,0,0,4,0
8762,53164,25703,2,0,1,4,1
8763,67116,26771,1,0,1,1,1
8764,59894,25310,3,0,1,1,1
8765,50641,31706,2,1,1,3,1
8766,25494,25494,1,0,0,4,0
8767,24703,24703,1,0,0,3,0
8768,11127,24759,1,1,0,2,0
8769,25413,25413,2,0,0,1,0
8770,26582,26582,0,0,0,4,0
8771,16858,29741,1,1,0,1,0
8772,19251,31650,1,1,0,1,0
8773,24864,24864,2,0,0,4,0
8774,19910,34709,2,1,0,3,0
8775,26386,26386,3,0,0,3,0
8776,25001,25001,1,0,0,4,0
8777,61376,24945,2,0,1,3,1
8778,26084,26084,1,0,0,2,0
8779,26377,26377,1,0,0,3,0
8780,20882,33201,1,1,0,1,0
8781,54544,33871,2,1,1,4,1
8782,47635,32194,2,1,1,2,1
8783,42113,31291,1,1,1,1,1
8784,57811,24610,2,0,1,4,1
8785,24758,36914,3,1,0,3,1
8786,25883,25883,1,0,0,4,0
8787,23552,36656,1,1,0,3,0
8788,24714,24714,1,0,0,2,0
8789,57569,34762,1,1,1,2,1
8790,22231,33779,1,1,0,1,0
8791,57221,24609,2,0,1,4,1
8792,58120,35457,1,1,1,4,1
8793,21196,35468,2,1,0,1,1
8794,17844,32766,1,1,0,1,0
8795,25621,25621,1,0,0,2,0
8796,17876,29171,1,1,0,2,0
8797,23430,35038,2,1,0,1,1
8798,26631,26631,2,0,0,1,0
8799,56354,25558,2,0,1,1,1
8800,40236,30485,2,1,1,3,1
8801,26216,26216,1,0,0,3,0
8802,61463,24174,1,0,1,4,1
8803,53893,33760,3,1,1,3,1
8804,20613,34299,3,1,0,1,1
8805,25084,25084,0,0,0,4,0
8806,24901,24901,1,0,0,3,0
8807,14878,29744,1,1,0,4,0
8808,18344,33022,1,1,0,2,0
8809,25804,25804,1,0,0,3,0
8810,20414,32399,2,1,0,3,0
8811,55072,34049,3,1,1,3,1
8812,25662,25662,2,0,0,1,0
8813,25127,25127,3,0,0,1,1
8814,25306,25306,1,0,0,4,0
8815,26062,26062,2,0,0,4,0
8816,25484,25484,2,0,0,4,0
8817,22512,36912,2,1,0,2,1
8818,44660,30159,2,1,1,4,1
8819,19493,32537,1,1,0,4,0
8820,49119,31782,2,1,1,1,1
8821,21445,32760,1,1,0,1,0
8822,25282,25282,1,0,0,3,0
8823,63894,36757,2,1,1,3,1
8824,25611,25611,1,0,0,3,0
8825,25967,25967,1,0,0,4,0
8826,56165,25080,2,0,1,1,1
8827,47041,31133,1,1,1,3,1
8828,18628,33147,2,1,0,2,0
8829,15627,29894,3,1,0,4,0
8830,46293,25473,1,0,1,4,1
8831,22125,34142,2,1,0,2,1
8832,44704,24473,2,0,1,2,1
8833,25687,25687,1,0,0,3,0
8834,66643,36026,2,1,1,4,1
8835,18642,32927,3,1,0,1,1
8836,19398,32064,1,1,0,1,0
8837,25203,25203,1,0,0,4,0
8838,25832,25832,1,0,0,2,0
8839,25874,25874,1,0,0,1,0
8840,26016,26016,1,0,0,2,0
8841,63743,34964,2,1,1,1,1
8842,12044,26841,1,1,0,4,0
8843,20082,31652,2,1,0,4,0
8844,18203,32852,1,1,0,3,0
8845,56918,25795,1,0,1,4,1
8846,25613,25613,2,0,0,2,0
8847,25949,25949,2,0,0,1,0
8848,26361,26361,1,0,0,2,0
8849,57379,33603,2,1,1,2,1
8850,51397,25839,3,0,1,3,1
8851,50724,26006,2,0,1,4,1
8852,17518,33097,2,1,0,1,0
8853,26198,26198,1,0,0,4,0
8854,20853,33310,1,1,0,3,0
8855,65659,36278,2,1,1,3,1
8856,19307,33164,3,1,0,1,1
8857,26897,26897,1,0,0,4,0
8858,21133,32804,2,1,0,1,1
8859,18197,29948,3,1,0,2,1
8860,25718,25718,1,0,0,3,0
8861,25321,25321,0,0,0,1,0
8862,26647,26647,1,0,0,3,0
8863,21140,30586,1,1,0,3,0
8864,42063,24825,2,0,1,3,1
8865,26239,26239,2,0,0,2,0
8866,19490,32756,1,1,0,4,0
8867,21058,33349,1,1,0,4,0
8868,19443,32699,1,1,0,3,0
8869,26268,26268,1,0,0,4,0
8870,20493,33570,1,1,0,1,0
8871,26462,26462,3,0,0,4,0
8872,26530,26530,2,0,0,3,0
8873,20417,32623,1,1,0,1,0
8874,26293,26293,1,0,0,3,0
8875,25248,25248,1,0,0,3,0
8876,26737,26737,1,0,0,2,0
8877,24001,35403,1,1,0,4,0
8878,24539,35726,1,1,0,2,0
8879,25298,25298,1,0,0,3,0
8880,27354,27354,1,0,0,4,0
8881,62749,35901,2,1,1,4,1
8882,21172,33647,1,1,0,4,0
8883,25669,25669,2,0,0,3,0
8884,58500,24142,2,0,1,3,1
8885,50303,25691,1,0,1,1,1
8886,17102,30920,1,1,0,3,0
8887,50480,33543,2,1,1,3,1
8888,25550,25550,2,0,0,2,0
8889,26758,37597,3,1,0,1,1
8890,20158,32997,1,1,0,3,0
8891,25601,25601,1,0,0,4,0
8892,16242,28909,1,1,0,2,0
8893,22407,34090,1,1,0,1,0
8894,55737,24651,3,0,1,1,1
8895,22816,34269,1,1,0,3,0
8896,26694,26694,1,0,0,3,0
8897,18949,31750,2,1,0,2,0
8898,53904,33008,1,1,1,1,1
8899,17757,31946,2,1,0,2,0
8900,25985,25985,2,0,0,3,0
8901,25736,25736,2,0,0,2,0
8902,26664,26664,1,0,0,3,0
8903,21555,33575,2,1,0,2,0
8904,22984,34417,2,1,0,1,1
8905,23214,35229,2,1,0,2,1
8906,25751,25751,0,0,0,4,0
8907,26455,26455,1,0,0,4,0
8908,57328,25701,2,0,1,1,1
8909,25765,25765,2,0,0,4,0
8910,25519,37818,1,1,0,1,0
8911,26078,26078,2,0,0,3,0
8912,31200,28409,1,1,1,1,1
8913,26088,26088,0,0,0,4,0
8914,47160,32170,1,1,1,2,1
8915,18710,31007,1,1,0,4,0
8916,18672,32378,2,1,0,3,0
8917,52838,33178,1,1,1,4,1
8918,22415,34930,1,1,0,4,0
8919,16544,29469,1,1,0,4,0
8920,54770,33731,2,1,1,1,1
8921,25680,25680,3,0,0,3,0
8922,52998,34346,3,1,1,3,1
8923,25349,25349,1,0,0,2,0
8924,26722,26722,1,0,0,3,0
8925,55983,35572,3,1,1,1,1
8926,25752,25752,3,0,0,1,1
8927,42851,30881,2,1,1,1,1
8928,21002,34243,2,1,0,2,1
8929,13174,27632,2,1,0,1,0
8930,25394,25394,3,0,0,3,0
8931,26040,26040,1,0,0,1,0
8932,20540,32212,1,1,0,1,0
8933,18497,32650,1,1,0,1,0
8934,56690,33152,2,1,1,4,1
8935,21900,34472,1,1,0,1,0
8936,46916,31728,1,1,1,2,1
8937,57740,23800,3,0,1,1,1
8938,23624,36150,2,1,0,2,1
8939,21591,34663,1,1,0,1,0
8940,25518,25518,3,0,0,1,1
8941,25214,25214,1,0,0,1,0
8942,25562,25562,1,0,0,3,0
8943,17155,28958,1,1,0,1,0
8944,25562,25562,2,0,0,2,0
8945,25855,25855,1,0,0,1,0
8946,25118,25118,2,0,0,3,0
8947,25441,25441,1,0,0,4,0
8948,26169,26169,1,0,0,1,0
8949,39108,24761,0,0,1,4,1
8950,25867,25867,0,0,0,2,0
8951,14447,29815,3,1,0,1,1
8952,15854,30515,1,1,0,1,0
8953,12883,26627,1,1,0,3,0
8954,57550,32525,3,1,1,2,1
8955,26509,26509,2,0,0,2,0
8956,63642,36077,2,1,1,1,1
8957,22464,34946,1,1,0,3,0
8958,24818,24818,3,0,0,3,0
8959,56367,24326,2,0,1,4,1
8960,21042,33886,2,1,0,3,0
8961,20290,33698,1,1,0,2,0
8962,51458,33077,1,1,1,3,1
8963,26270,26270,1,0,0,3,0
8964,24807,24807,2,0,0,1,0
8965,18000,31985,1,1,0,4,0
8966,15411,30811,1,1,0,3,0
8967,66241,35877,3,1,1,3,1
8968,12132,26868,3,1,0,2,0
8969,25629,25629,1,0,0,3,0
8970,20453,32888,1,1,0,2,0
8971,25138,25138,2,0,0,1,0
8972,24690,24690,1,0,0,1,0
8973,25937,25937,0,0,0,1,0
8974,14801,28676,2,1,0,2,0
8975,43098,26131,2,0,1,4,1
8976,51265,32552,1,1,1,2,1
8977,16869,31492,2,1,0,1,0
8978,19820,32444,1,1,0,1,0
8979,35237,28488,2,1,1,1,1
8980,21046,34955,1,1,0,3,0
8981,25317,25317,1,0,0,4,0
8982,20834,32723,1,1,0,4,0
8983,25093,25093,1,0,0,4,0
8984,52066,27378,2,0,1,1,1
8985,20199,34762,3,1,0,3,1
8986,25020,25020,1,0,0,2,0
8987,18177,32758,3,1,0,1,1
8988,26002,26002,1,0,0,2,0
8989,26210,26210,4,0,0,3,1
8990,18874,31991,1,1,0,4,0
8991,17920,31073,2,1,0,2,0
8992,44230,25863,1,0,1,2,1
8993,52014,24768,1,0,1,4,1
8994,22330,33912,3,1,0,3,1
8995,25764,25764,1,0,0,2,0
8996,25722,25722,1,0,0,3,0
8997,25094,25094,2,0,0,3,0
8998,55160,25298,2,0,1,3,1
8999,26217,26217,2,0,0,2,0
9000,66839,36811,2,1,1,1,1
9001,47041,25794,4,0,1,4,1
9002,25443,25443,2,0,0,1,0
9003,26618,26618,3,0,0,3,0
9004,20418,31745,2,1,0,2,0
9005,52622,25792,2,0,1,2,1
9006,26236,26236,1,0,0,1,0
9007,25903,25903,2,0,0,4,0
9008,46834,30907,2,1,1,2,1
9009,25330,25330,1,0,0,4,0
9010,22740,34446,1,1,0,2,0
9011,69346,26070,4,0,1,2,1
9012,25884,25884,1,0,0,1,0
9013,26731,26731,1,0,0,2,0
9014,16593,31688,2,1,0,2,0
9015,20207,32917,1,1,0,1,0
9016,26098,26098,1,0,0,2,0
9017,20478,32833,1,1,0,4,0
9018,47697,31227,1,1,1,1,1
9019,26203,26203,0,0,0,3,0
9020,25590,25590,1,0,0,2,0
9021,15071,31091,1,1,0,2,0
9022,18159,32857,4,1,0,1,1
9023,25344,25344,1,0,0,1,0
9024,18290,32355,2,1,0,1,0
9025,40621,29458,2,1,1,1,1
9026,61896,35548,1,1,1,1,1
9027,31946,28518,1,1,1,3,1
9028,47128,32707,2,1,1,2,1
9029,25773,25773,3,0,0,1,1
9030,35539,29573,2,1,1,1,1
9031,50251,25252,1,0,1,4,1
9032,17361,31508,4,1,0,3,1
9033,26202,26202,1,0,0,4,0
9034,26132,26132,1,0,0,1,0
9035,25130,25130,1,0,0,3,0
9036,25499,25499,1,0,0,2,0
9037,56569,26585,3,0,1,3,1
9038,17687,30182,1,1,0,2,0
9039,25085,25085,3,0,0,3,0
9040,41071,24376,2,0,1,2,1
9041,26059,26059,1,0,0,2,0
9042,22697,35048,1,1,0,1,0
9043,18199,31927,2,1,0,3,0
9044,26338,26338,1,0,0,1,0
9045,18537,33283,3,1,0,4,1
9046,21305,33371,1,1,0,3,0
9047,18605,30562,1,1,0,3,0
9048,16698,30511,2,1,0,4,0
9049,39140,28879,1,1,1,3,1
9050,15487,28967,2,1,0,3,0
9051,24860,24860,2,0,0,2,0
9052,18721,33037,1,1,0,2,0
9053,22960,35857,1,1,0,4,0
9054,26151,26151,2,0,0,3,0
9055,38157,29839,1,1,1,2,1
9056,26136,26136,2,0,0,1,0
9057,20877,34204,1,1,0,1,0
9058,20522,34247,0,1,0,2,0
9059,19446,34097,2,1,0,2,0
9060,48413,32408,4,1,1,3,1
9061,17932,31385,1,1,0,1,0
9062,26594,26594,1,0,0,4,0
9063,25084,25084,1,0,0,4,0
9064,49429,26823,1,0,1,4,1
9065,25296,25296,1,0,0,4,0
9066,17962,32975,2,1,0,1,0
9067,26386,26386,0,0,0,3,0
9068,25993,25993,1,0,0,2,0
9069,25591,25591,1,0,0,4,0
9070,26035,26035,1,0,0,1,0
9071,14857,28751,1,1,0,2,0
9072,54931,34255,4,1,1,2,1
9073,24782,24782,2,0,0,2,0
9074,17063,32677,1,1,0,2,0
9075,47643,25594,2,0,1,2,1
9076,26471,26471,2,0,0,4,0
9077,25652,25652,2,0,0,1,0
9078,19006,31958,2,1,0,1,0
9079,37374,29470,2,1,1,2,1
9080,56087,34778,2,1,1,2,1
9081,15882,29984,1,1,0,3,0
9082,26529,26529,2,0,0,3,0
9083,21286,34171,3,1,0,1,1
9084,25524,25524,2,0,0,1,0
9085,60100,25808,2,0,1,2,1
9086,25669,25669,2,0,0,3,0
9087,25898,25898,1,0,0,3,0
9088,20431,32379,1,1,0,2,0
9089,22200,33534,2,1,0,1,1
9090,25559,25559,2,0,0,1,0
9091,21654,34285,1,1,0,3,0
9092,17600,29927,1,1,0,3,0
9093,75966,38383,2,1,1,4,1
9094,15892,30209,3,1,0,3,1
9095,17524,30643,2,1,0,4,0
9096,20917,34275,1,1,0,4,0
9097,24802,24802,2,0,0,2,0
9098,61564,36198,3,1,1,4,1
9099,42273,29210,1,1,1,1,1
9100,25923,25923,1,0,0,3,0
9101,26209,26209,1,0,0,2,0
9102,25725,25725,2,0,0,3,0
9103,20319,33634,1,1,0,3,0
9104,20300,34436,3,1,0,2,1
9105,30515,27183,3,1,1,1,1
9106,25545,25545,1,0,0,1,0
9107,26288,26288,2,0,0,3,0
9108,25823,25823,2,0,0,3,0
9109,25398,25398,3,0,0,4,0
9110,17779,30265,1,1,0,1,0
9111,22723,34763,4,1,0,3,1
9112,19617,33188,2,1,0,3,0
9113,26214,26214,1,0,0,1,0
9114,49360,32103,1,1,1,1,1
9115,49086,32133,1,1,1,3,1
9116,25290,25290,3,0,0,2,0
9117,15922,29641,2,1,0,4,0
9118,26731,26731,1,0,0,1,0
9119,65769,24959,1,0,1,1,1
9120,55388,33710,2,1,1,1,1
9121,20498,31899,2,1,0,4,0
9122,17447,29911,1,1,0,3,0
9123,25937,25937,1,0,0,3,0
9124,20881,33361,1,1,0,2,0
9125,17979,32324,2,1,0,4,0
9126,57851,26928,1,0,1,2,1
9127,22530,35234,2,1,0,1,1
9128,19882,33621,2,1,0,2,0
9129,26201,26201,1,0,0,1,0
9130,56139,34388,4,1,1,1,1
9131,26756,26756,2,0,0,2,0
9132,17886,31004,1,1,0,4,0
9133,18163,32229,1,1,0,3,0
9134,46772,32530,3,1,1,1,1
9135,25326,25326,2,0,0,2,0
9136,58675,26053,1,0,1,4,1
9137,64852,24702,3,0,1,1,1
9138,21238,33864,2,1,0,1,1
9139,49397,33343,2,1,1,2,1
9140,39154,30451,2,1,1,2,1
9141,25082,25082,2,0,0,1,0
9142,26051,26051,2,0,0,3,0
9143,60791,24619,1,0,1,3,1
9144,44175,26180,3,0,1,4,1
9145,24906,24906,2,0,0,4,0
9146,54812,32710,1,1,1,3,1
9147,62217,35413,2,1,1,4,1
9148,21592,34360,2,1,0,3,0
9149,17174,28958,1,1,0,3,0
9150,23296,36147,2,1,0,1,1
9151,50079,32271,4,1,1,2,1
9152,13852,28932,1,1,0,4,0
9153,42383,30174,1,1,1,1,1
9154,25834,25834,1,0,0,2,0
9155,63597,36415,1,1,1,2,1
9156,36136,28705,1,1,1,1,1
9157,24563,36313,1,1,0,2,0
9158,26295,26295,1,0,0,4,0
9159,32712,27896,3,1,1,2,1
9160,25975,25975,1,0,0,2,0
9161,71200,37279,3,1,1,1,1
9162,25478,25478,2,0,0,3,0
9163,62870,36010,0,1,1,3,1
9164,26125,26125,2,0,0,2,0
9165,20278,34484,1,1,0,1,0
9166,15084,28850,3,1,0,1,1
9167,26081,26081,1,0,0,3,0
9168,15991,29149,2,1,0,3,0
9169,18534,31127,2,1,0,3,0
9170,21564,35115,2,1,0,1,1
9171,54825,25821,3,0,1,3,1
9172,23309,35579,3,1,0,2,1
9173,21458,33013,2,1,0,2,0
9174,21229,32868,2,1,0,4,0
9175,25471,25471,1,0,0,2,0
9176,25346,25346,1,0,0,3,0
9177,22092,34231,2,1,0,2,1
9178,16713,29976,2,1,0,3,0
9179,25964,25964,2,0,0,2,0
9180,25783,25783,1,0,0,4,0
9181,25264,36251,2,1,0,3,1
9182,16814,31443,2,1,0,2,0
9183,25648,25648,2,0,0,3,0
9184,21626,34793,4,1,0,4,1
9185,22733,33840,1,1,0,2,0
9186,43215,31548,2,1,1,4,1
9187,16403,29313,2,1,0,2,0
9188,69664,24575,2,0,1,2,1
9189,18463,30331,2,1,0,3,0
9190,14219,29032,3,1,0,4,0
9191,16309,30545,2,1,0,2,0
9192,20194,34427,3,1,0,1,1
9193,20814,32793,1,1,0,2,0
9194,42268,31128,2,1,1,2,1
9195,42630,31041,2,1,1,1,1
9196,25619,25619,1,0,0,1,0
9197,22965,35038,1,1,0,2,0
9198,15996,31274,3,1,0,1,1
9199,42031,31066,2,1,1,2,1
9200,21205,33784,1,1,0,4,0
9201,18660,29603,1,1,0,3,0
9202,25487,25487,3,0,0,4,0
9203,18575,32075,2,1,0,1,0
9204,24741,24741,2,0,0,4,0
9205,18203,31433,1,1,0,1,0
9206,53245,24891,1,0,1,2,1
9207,52959,26100,1,0,1,2,1
9208,25811,25811,1,0,0,1,0
9209,14837,28782,2,1,0,2,0
9210,25613,25613,2,0,0,3,0
9211,56782,34460,3,1,1,4,1
9212,23048,36588,2,1,0,2,1
9213,14441,30407,1,1,0,4,0
9214,26507,26507,2,0,0,1,0
9215,45179,26712,4,0,1,2,1
9216,53252,33602,2,1,1,2,1
9217,17714,31622,2,1,0,2,0
9218,20983,32230,1,1,0,3,0
9219,18153,28965,1,1,0,3,0
9220,38465,29856,2,1,1,3,1
9221,18472,31895,2,1,0,4,0
9222,16855,29457,1,1,0,1,0
9223,16002,29188,1,1,0,4,0
9224,21137,32847,2,1,0,1,1
9225,67445,25435,4,0,1,2,1
9226,22069,34262,2,1,0,3,0
9227,39418,29491,2,1,1,3,1
9228,18090,31121,3,1,0,4,1
9229,25034,25034,2,0,0,1,0
9230,55793,26061,3,0,1,3,1
9231,25045,36466,1,1,0,4,0
9232,26052,26052,1,0,0,4,0
9233,24941,24941,1,0,0,2,0
9234,14250,29348,2,1,0,1,0
9235,23340,35087,2,1,0,2,1
9236,17328,31397,1,1,0,2,0
9237,25197,25197,2,0,0,4,0
9238,60920,25516,2,0,1,3,1
9239,60382,23969,2,0,1,4,1
9240,25728,25728,2,0,0,2,0
9241,49162,32445,3,1,1,4,1
9242,25845,25845,2,0,0,3,0
9243,20516,33062,2,1,0,2,0
9244,25565,25565,1,0,0,2,0
9245,25618,25618,1,0,0,3,0
9246,55383,34277,2,1,1,1,1
9247,56380,33082,1,1,1,1,1
9248,25999,25999,1,0,0,3,0
9249,12930,26964,1,1,0,1,0
9250,25946,25946,0,0,0,3,0
9251,20593,35155,1,1,0,3,0
9252,26552,26552,1,0,0,3,0
9253,18231,31431,1,1,0,1,0
9254,26815,26815,1,0,0,4,0
9255,17253,31095,1,1,0,2,0
9256,26903,26903,2,0,0,2,0
9257,50399,32282,3,1,1,4,1
9258,20486,31984,3,1,0,2,1
9259,19981,32923,2,1,0,2,0
9260,24131,34868,2,1,0,2,1
9261,46968,25168,2,0,1,2,1
9262,21511,33303,1,1,0,1,0
9263,41771,24575,4,0,1,2,1
9264,22150,33026,2,1,0,4,0
9265,54211,33330,3,1,1,4,1
9266,20306,31390,1,1,0,3,0
9267,25800,25800,1,0,0,2,0
9268,48234,32881,2,1,1,4,1
9269,61556,34756,3,1,1,3,1
9270,26043,26043,2,0,0,4,0
9271,25461,25461,1,0,0,3,0
9272,21625,34445,2,1,0,4,0
9273,18596,31831,1,1,0,4,0
9274,20839,32189,2,1,0,1,1
9275,25432,25432,1,0,0,1,0
9276,25485,25485,1,0,0,1,0
9277,59729,34026,1,1,1,1,1
9278,25771,25771,2,0,0,3,0
9279,41262,29853,1,1,1,2,1
9280,20483,34980,1,1,0,1,0
9281,25280,25280,1,0,0,4,0
9282,26616,26616,1,0,0,3,0
9283,22724,34478,1,1,0,2,0
9284,26169,26169,1,0,0,4,0
9285,24627,36052,3,1,0,1,1
9286,25627,25627,2,0,0,1,0
9287,20602,33844,1,1,0,2,0
9288,25713,25713,2,0,0,1,0
9289,17580,29548,2,1,0,3,0
9290,14002,28397,4,1,0,1,1
9291,21086,34921,2,1,0,3,0
9292,19176,31117,2,1,0,4,0
9293,26634,26634,2,0,0,1,0
9294,26285,26285,1,0,0,4,0
9295,26266,26266,2,0,0,4,0
9296,20989,33883,3,1,0,4,1
9297,25370,25370,1,0,0,1,0
9298,53842,27103,1,0,1,2,1
9299,21340,33087,1,1,0,4,0
9300,15708,28792,3,1,0,1,1
9301,53692,32940,1,1,1,1,1
9302,18722,31349,2,1,0,1,0
9303,26462,26462,2,0,0,1,0
9304,20210,33172,1,1,0,2,0
9305,25830,25830,1,0,0,3,0
9306,35000,29581,2,1,1,4,1
9307,18794,31986,3,1,0,3,1
9308,58119,26639,2,0,1,4,1
9309,25975,25975,0,0,0,3,0
9310,52907,25287,1,0,1,4,1
9311,20241,34372,1,1,0,3,0
9312,25790,25790,2,0,0,4,0
9313,23797,36350,2,1,0,3,1
9314,19865,32650,1,1,0,4,0
9315,16596,32654,1,1,0,4,0
9316,17586,30127,2,1,0,3,0
9317,21909,34673,1,1,0,1,0
9318,61428,36368,1,1,1,3,1
9319,14764,29455,2,1,0,2,0
9320,39198,29051,2,1,1,2,1
9321,25980,25980,4,0,0,2,1
9322,25113,25113,1,0,0,1,0
9323,27007,27007,1,0,0,4,0
9324,21496,32856,1,1,0,1,0
9325,18294,30937,2,1,0,3,0
9326,16238,30038,1,1,0,1,0
9327,17705,32402,3,1,0,1,1
9328,26185,26185,1,0,0,4,0
9329,21073,31076,2,1,0,1,1
9330,17988,31828,1,1,0,1,0
9331,26306,26306,1,0,0,3,0
9332,50766,33285,1,1,1,2,1
9333,15378,27758,2,1,0,3,0
9334,26293,26293,2,0,0,1,0
9335,18520,32097,2,1,0,3,0
9336,21034,32361,0,1,0,1,0
9337,23573,34596,2,1,0,2,1
9338,25158,25158,3,0,0,2,0
9339,21947,35046,1,1,0,4,0
9340,12580,27838,1,1,0,2,0
9341,25995,25995,1,0,0,3,0
9342,22535,34495,1,1,0,4,0
9343,22194,33595,2,1,0,4,0
9344,19327,32320,2,1,0,2,0
9345,26082,26082,2,0,0,4,0
9346,61271,34400,1,1,1,1,1
9347,51005,32359,2,1,1,2,1
9348,11676,27215,2,1,0,1,0
9349,17452,30705,1,1,0,4,0
9350,24959,24959,3,0,0,4,0
9351,19078,33084,1,1,0,1,0
9352,14261,29167,1,1,0,4,0
9353,24987,24987,2,0,0,2,0
9354,21725,35952,1,1,0,3,0
9355,25977,25977,0,0,0,3,0
9356,18960,32967,1,1,0,4,0
9357,19505,31975,2,1,0,3,0
9358,25361,25361,2,0,0,1,0
9359,26599,36388,1,1,0,4,0
9360,26764,26764,0,0,0,4,0
9361,22531,35208,2,1,0,2,1
9362,26068,26068,1,0,0,3,0
9363,14389,30028,1,1,0,1,0
9364,25352,25352,1,0,0,4,0
9365,19982,33853,2,1,0,2,0
9366,25153,25153,1,0,0,2,0
9367,37862,29610,3,1,1,4,1
9368,26222,26222,2,0,0,4,0
9369,25880,25880,4,0,0,2,1
9370,56660,34982,2,1,1,4,1
9371,25585,25585,3,0,0,3,0
9372,25381,25381,1,0,0,1,0
9373,18480,30319,1,1,0,1,0
9374,25747,25747,1,0,0,3,0
9375,25923,25923,2,0,0,3,0
9376,23829,35107,1,1,0,2,0
9377,26300,26300,2,0,0,4,0
9378,11259,26219,2,1,0,1,0
9379,48398,24783,2,0,1,4,1
9380,25913,25913,2,0,0,3,0
9381,17590,31648,3,1,0,2,1
9382,20255,33386,1,1,0,4,0
9383,20433,32532,2,1,0,3,0
9384,25622,25622,0,0,0,4,0
9385,47798,32226,1,1,1,3,1
9386,25053,25053,2,0,0,4,0
9387,16465,32520,3,1,0,3,1
9388,38119,29736,4,1,1,2,1
9389,21727,32862,2,1,0,2,0
9390,55550,26266,2,0,1,4,1
9391,25905,25905,0,0,0,3,0
9392,23054,35449,2,1,0,2,1
9393,61172,35455,2,1,1,4,1
9394,30292,28328,2,1,1,2,1
9395,24030,25648,2,1,1,1,1
9396,26679,26679,2,0,0,1,0
9397,25612,25612,1,0,0,3,0
9398,20345,34100,2,1,0,4,0
9399,63452,26459,3,0,1,1,1
9400,25637,25637,1,0,0,2,0
9401,44193,30499,3,1,1,2,1
9402,19468,32832,1,1,0,4,0
9403,18010,31575,1,1,0,2,0
9404,22635,35336,0,1,0,2,0
9405,19354,31162,1,1,0,4,0
9406,20915,32925,2,1,0,1,1
9407,25857,25857,2,0,0,2,0
9408,21836,35198,2,1,0,1,1
9409,56742,34726,2,1,1,4,1
9410,20669,34898,3,1,0,2,1
9411,21649,36807,1,1,0,2,0
9412,54661,26993,2,0,1,3,1
9413,18499,31595,2,1,0,3,0
9414,12675,26040,3,1,0,3,0
9415,26332,26332,2,0,0,2,0
9416,25048,37190,1,1,0,3,0
9417,25913,25913,2,0,0,4,0
9418,25928,25928,3,0,0,4,0
9419,19500,30436,0,1,0,4,0
